timestamp,rpm,egt,cht,vibration,fuel_flow,throttle,altitude,temperature,pressure,engine_load,expected_egt,expected_cht,expected_vibration,fault_type,health_index,degradation_level,rul
2026-09-02T09:49:03.606032,5070.7,824.7,129.4,2.46,19.72,84.4,1575.0,4.8,36.4,0.844,830.7,130.4,2.41,NONE,99.5,0.0,500.0
2026-09-02T09:49:04.606032,5081.2,826.8,125.4,2.53,19.5,84.3,1600.0,4.6,36.4,0.843,830.8,130.3,2.42,NONE,98.6,0.0,500.0
2026-09-02T09:49:05.606032,5136.5,830.1,133.0,2.35,19.53,83.9,1625.0,4.4,36.4,0.839,830.9,130.4,2.46,NONE,98.4,0.0,500.0
2026-09-02T09:49:06.606032,5136.2,835.8,135.1,2.43,19.18,84.5,1650.0,4.3,36.5,0.845,831.3,130.5,2.46,NONE,98.9,0.0,500.0
2026-09-02T09:49:07.606032,5124.7,834.2,131.5,2.21,19.51,85.0,1675.0,4.1,36.5,0.85,831.5,130.6,2.45,NONE,98.6,0.0,500.0
2026-09-02T09:49:08.606032,5117.4,832.1,129.6,2.57,19.2,85.2,1700.0,4.0,36.5,0.852,831.7,130.6,2.45,NONE,97.9,0.0,500.0
2026-09-02T09:49:09.606032,5104.9,839.1,129.0,2.34,19.37,85.9,1725.0,3.8,36.6,0.859,832.0,130.7,2.44,NONE,98.6,0.0,500.0
2026-09-02T09:49:10.606032,5101.6,832.4,130.6,2.52,19.26,84.4,1750.0,3.6,36.4,0.844,831.5,130.2,2.43,NONE,99.5,0.0,500.0
2026-09-02T09:49:11.606032,5137.1,831.9,134.6,2.42,19.65,85.8,1775.0,3.5,36.6,0.858,832.3,130.7,2.46,NONE,97.7,0.0,500.0
2026-09-02T09:49:12.606032,5064.7,828.2,132.0,2.39,18.94,84.9,1800.0,3.3,36.5,0.849,831.7,130.1,2.41,NONE,98.7,0.0,500.0
2026-09-02T09:49:13.606032,5091.5,830.0,132.4,2.43,18.7,85.0,1825.0,3.1,36.5,0.85,832.0,130.2,2.43,NONE,98.9,0.0,500.0
2026-09-02T09:49:14.606032,5069.3,834.1,130.8,2.32,19.3,86.3,1850.0,3.0,36.6,0.863,832.5,130.4,2.41,NONE,97.0,0.0,500.0
2026-09-02T09:49:15.606032,5064.6,825.3,126.4,2.41,19.55,85.9,1875.0,2.8,36.6,0.859,832.4,130.2,2.41,NONE,97.6,0.0,500.0
2026-09-02T09:49:16.606032,5062.8,826.5,128.8,2.21,19.19,86.3,1900.0,2.7,36.6,0.863,832.7,130.3,2.4,NONE,98.5,0.0,500.0
2026-09-02T09:49:17.606032,5115.3,836.2,128.0,2.51,19.03,84.9,1925.0,2.5,36.5,0.849,832.3,130.0,2.44,NONE,98.0,0.0,500.0
2026-09-02T09:49:18.606032,5137.8,820.1,129.7,2.55,18.34,84.0,1950.0,2.3,36.4,0.84,832.1,129.8,2.46,NONE,99.5,0.0,500.0
2026-09-02T09:49:19.606032,5077.7,826.3,129.5,2.48,18.9,83.7,1975.0,2.2,36.4,0.837,831.8,129.4,2.42,NONE,97.5,0.0,500.0
2026-09-02T09:49:20.606032,5127.0,826.6,126.1,2.44,19.0,84.4,2000.0,2.0,36.4,0.844,832.4,129.8,2.45,NONE,97.4,0.0,500.0
2026-09-02T09:49:21.606032,5136.2,830.3,129.7,2.59,19.03,85.3,2025.0,1.8,36.5,0.853,832.9,130.0,2.46,NONE,98.4,0.0,500.0
2026-09-02T09:49:22.606032,5123.8,830.2,128.4,2.72,18.51,84.6,2050.0,1.7,36.5,0.846,832.7,129.7,2.45,NONE,99.7,0.0,500.0
2026-09-02T09:49:23.606032,5087.2,834.7,133.2,2.52,18.56,85.3,2075.0,1.5,36.5,0.853,832.9,129.7,2.42,NONE,97.9,0.0,500.0
2026-09-02T09:49:24.606032,5101.2,835.5,125.7,2.32,18.74,85.4,2100.0,1.3,36.5,0.854,833.1,129.8,2.43,NONE,97.1,0.0,500.0
2026-09-02T09:49:25.606032,5072.8,835.7,131.0,2.5,18.76,85.5,2125.0,1.2,36.5,0.855,833.2,129.6,2.41,NONE,99.3,0.0,500.0
2026-09-02T09:49:26.606032,5111.0,834.9,128.4,2.42,18.12,83.9,2150.0,1.0,36.4,0.839,832.7,129.2,2.44,NONE,97.8,0.0,500.0
2026-09-02T09:49:27.606032,5098.5,835.9,129.3,2.37,18.59,83.8,2175.0,0.9,36.4,0.838,832.7,129.1,2.43,NONE,98.1,0.0,500.0
2026-09-02T09:49:28.606032,5096.1,835.6,127.6,2.4,18.26,85.3,2200.0,0.7,36.5,0.853,833.4,129.5,2.43,NONE,98.0,0.0,500.0
2026-09-02T09:49:29.606032,5115.8,832.8,127.3,2.57,18.44,84.0,2225.0,0.5,36.4,0.84,833.0,129.1,2.44,NONE,98.5,0.0,500.0
2026-09-02T09:49:30.606032,5124.1,834.7,128.9,2.45,18.55,85.9,2250.0,0.4,36.6,0.859,833.9,129.7,2.45,NONE,97.1,0.0,500.0
2026-09-02T09:49:31.606032,5128.7,836.9,126.6,2.48,18.52,85.8,2275.0,0.2,36.6,0.858,834.0,129.7,2.45,NONE,98.7,0.0,500.0
2026-09-02T09:49:32.606032,5124.2,827.4,130.7,2.55,18.43,83.9,2300.0,0.1,36.4,0.839,833.2,129.0,2.45,NONE,97.9,0.0,500.0
2026-09-02T09:49:33.606032,5079.3,837.3,125.9,2.4,18.14,84.0,2325.0,-0.1,36.4,0.84,833.2,128.8,2.42,NONE,100.0,0.0,500.0
2026-09-02T09:49:34.606032,5137.9,829.2,126.7,2.46,18.65,85.4,2350.0,-0.3,36.5,0.854,834.1,129.4,2.46,NONE,97.5,0.0,500.0
2026-09-02T09:49:35.606032,5109.9,831.2,126.3,2.37,18.24,83.8,2375.0,-0.4,36.4,0.838,833.4,128.8,2.44,NONE,98.6,0.0,500.0
2026-09-02T09:49:36.606032,5119.8,837.4,128.9,2.31,17.86,83.8,2400.0,-0.6,36.4,0.838,833.5,128.8,2.45,NONE,97.8,0.0,500.0
2026-09-02T09:49:37.606032,5125.6,825.3,130.1,2.24,18.47,85.5,2425.0,-0.8,36.5,0.855,834.4,129.3,2.45,NONE,97.1,0.0,500.0
2026-09-02T09:49:38.606032,5110.2,833.9,128.1,2.45,17.92,84.4,2450.0,-0.9,36.4,0.844,833.9,128.8,2.44,NONE,97.2,0.0,500.0
2026-09-02T09:49:39.606032,5085.2,833.5,131.3,2.31,18.39,84.2,2475.0,-1.1,36.4,0.842,833.8,128.6,2.42,NONE,99.1,0.0,500.0
2026-09-02T09:49:40.606032,5102.4,830.9,127.7,2.46,17.55,84.4,2500.0,-1.2,36.4,0.844,834.1,128.7,2.43,NONE,97.3,0.0,500.0
2026-09-02T09:49:41.606032,5085.7,838.4,126.3,2.08,18.09,84.2,2525.0,-1.4,36.4,0.842,834.0,128.5,2.42,NONE,98.0,0.0,500.0
2026-09-02T09:49:42.606032,5091.3,830.0,129.9,2.4,18.1,83.9,2550.0,-1.6,36.4,0.839,834.0,128.4,2.43,NONE,97.5,0.0,500.0
2026-09-02T09:49:43.606032,5102.4,837.9,128.5,2.43,18.26,83.8,2575.0,-1.7,36.4,0.838,834.1,128.3,2.43,NONE,99.4,0.0,500.0
2026-09-02T09:49:44.606032,5114.0,833.2,129.9,2.6,17.92,86.1,2600.0,-1.9,36.6,0.861,835.2,129.1,2.44,NONE,97.8,0.0,500.0
2026-09-02T09:49:45.606032,5129.8,838.2,125.2,2.41,18.22,84.2,2625.0,-2.1,36.4,0.842,834.5,128.5,2.46,NONE,99.2,0.0,500.0
2026-09-02T09:49:46.606032,5065.2,838.1,129.1,2.44,17.62,85.6,2650.0,-2.2,36.6,0.856,835.0,128.6,2.41,NONE,99.3,0.0,500.0
2026-09-02T09:49:47.606032,5093.0,833.2,125.8,2.31,17.53,84.0,2675.0,-2.4,36.4,0.84,834.5,128.2,2.43,NONE,99.2,0.0,500.0
2026-09-02T09:49:48.606032,5069.5,834.3,127.2,2.45,17.72,85.0,2700.0,-2.6,36.5,0.85,834.9,128.3,2.41,NONE,97.6,0.0,500.0
2026-09-02T09:49:49.606032,5122.4,828.9,127.9,2.29,17.67,85.0,2725.0,-2.7,36.5,0.85,835.2,128.5,2.45,NONE,98.8,0.0,500.0
2026-09-02T09:49:50.606032,5122.9,837.2,125.8,2.49,17.45,85.9,2750.0,-2.9,36.6,0.859,835.7,128.7,2.45,NONE,99.8,0.0,500.0
2026-09-02T09:49:51.606032,5063.0,840.7,124.9,2.36,17.82,84.7,2775.0,-3.0,36.5,0.847,835.0,128.0,2.41,NONE,98.3,0.0,500.0
2026-09-02T09:49:52.606032,5094.6,842.6,128.4,2.37,16.9,83.7,2800.0,-3.2,36.4,0.837,834.8,127.8,2.43,NONE,99.1,0.0,500.0
2026-09-02T09:49:53.606032,5067.1,835.7,129.4,2.37,17.73,86.2,2825.0,-3.4,36.6,0.862,835.9,128.4,2.41,NONE,98.6,0.0,500.0
2026-09-02T09:49:54.606032,5126.2,836.9,128.7,2.34,17.77,85.7,2850.0,-3.5,36.6,0.857,835.9,128.5,2.45,NONE,98.8,0.0,500.0
2026-09-02T09:49:55.606032,5102.7,830.2,128.7,2.57,17.43,86.3,2875.0,-3.7,36.6,0.863,836.2,128.5,2.44,NONE,97.6,0.0,500.0
2026-09-02T09:49:56.606032,5061.9,829.9,125.6,2.45,17.61,83.8,2900.0,-3.8,36.4,0.838,835.1,127.5,2.4,NONE,99.1,0.0,500.0
2026-09-02T09:49:57.606032,5129.9,836.3,129.3,2.47,18.03,86.4,2925.0,-4.0,36.6,0.864,836.5,128.6,2.46,NONE,98.4,0.0,500.0
2026-09-02T09:49:58.606032,5133.0,833.5,129.7,2.4,17.76,85.0,2950.0,-4.2,36.5,0.85,836.0,128.1,2.46,NONE,97.7,0.0,500.0
2026-09-02T09:49:59.606032,5124.0,827.5,126.6,2.39,17.66,85.0,2975.0,-4.3,36.5,0.85,836.1,128.0,2.45,NONE,99.8,0.0,500.0
2026-09-02T09:50:00.606032,5116.0,837.7,128.0,2.56,17.02,85.7,3000.0,-4.5,36.6,0.857,836.4,128.1,2.45,NONE,97.4,0.0,500.0
2026-09-02T09:50:01.606032,5118.8,835.1,126.9,2.7,17.36,84.3,3025.0,-4.7,36.4,0.843,835.9,127.7,2.45,NONE,97.0,0.0,500.0
2026-09-02T09:50:02.606032,5073.2,833.6,132.5,2.61,17.58,84.9,3050.0,-4.8,36.5,0.849,836.1,127.6,2.41,NONE,97.2,0.0,500.0
2026-09-02T09:50:03.606032,5103.8,833.3,126.0,2.23,17.66,85.8,3075.0,-5.0,36.6,0.858,836.7,128.0,2.44,NONE,99.2,0.0,500.0
2026-09-02T09:50:04.606032,5082.4,838.6,128.8,2.46,16.99,85.1,3100.0,-5.2,36.5,0.851,836.4,127.6,2.42,NONE,98.5,0.0,500.0
2026-09-02T09:50:05.606032,5080.9,839.4,130.9,2.57,17.62,86.4,3125.0,-5.3,36.6,0.864,837.1,128.0,2.42,NONE,98.6,0.0,500.0
2026-09-02T09:50:06.606032,5077.3,842.4,129.6,2.51,17.07,85.9,3150.0,-5.5,36.6,0.859,836.9,127.7,2.42,NONE,99.2,0.0,500.0
2026-09-02T09:50:07.606032,5137.8,835.5,126.1,2.26,17.34,85.9,3175.0,-5.6,36.6,0.859,837.2,127.9,2.46,NONE,99.9,0.0,500.0
2026-09-02T09:50:08.606032,5138.7,837.2,125.9,2.5,16.2,84.1,3200.0,-5.8,36.4,0.841,836.5,127.3,2.46,NONE,98.6,0.0,500.0
2026-09-02T09:50:09.606032,5128.1,829.2,128.5,2.32,17.24,84.3,3225.0,-6.0,36.4,0.843,836.7,127.3,2.45,NONE,97.7,0.0,500.0
2026-09-02T09:50:10.606032,4827.7,821.9,124.5,2.49,14.85,72.8,3287.4,-6.4,35.3,0.728,828.8,122.2,2.23,NONE,98.0,0.0,500.0
2026-09-02T09:50:11.606032,4785.3,827.2,122.8,2.29,14.66,71.5,3291.9,-6.4,35.1,0.715,827.6,121.6,2.2,NONE,98.7,0.0,500.0
2026-09-02T09:50:12.606032,4811.1,829.1,125.3,2.0,14.41,73.0,3294.9,-6.4,35.3,0.73,828.9,122.2,2.22,NONE,99.5,0.0,500.0
2026-09-02T09:50:13.606032,4789.6,828.9,125.3,2.16,15.05,71.8,3291.4,-6.4,35.2,0.718,827.9,121.8,2.2,NONE,99.2,0.0,500.0
2026-09-02T09:50:14.606032,4786.5,823.2,120.4,2.3,14.35,71.7,3292.3,-6.4,35.2,0.717,827.8,121.7,2.2,NONE,98.4,0.0,500.0
2026-09-02T09:50:15.606032,4783.7,826.5,121.4,2.09,14.49,72.9,3306.4,-6.5,35.3,0.729,828.7,122.1,2.2,NONE,98.6,0.0,500.0
2026-09-02T09:50:16.606032,4775.7,825.5,122.2,2.16,14.45,71.6,3301.1,-6.5,35.2,0.716,827.7,121.6,2.19,NONE,98.4,0.0,500.0
2026-09-02T09:50:17.606032,4776.9,821.9,121.9,2.33,14.66,72.7,3296.2,-6.4,35.3,0.727,828.5,122.0,2.2,NONE,99.8,0.0,500.0
2026-09-02T09:50:18.606032,4817.4,827.3,118.8,2.19,14.88,72.7,3306.9,-6.5,35.3,0.727,828.7,122.1,2.22,NONE,97.2,0.0,500.0
2026-09-02T09:50:19.606032,4791.9,822.6,123.4,2.19,15.14,73.0,3299.6,-6.4,35.3,0.73,828.8,122.1,2.21,NONE,98.2,0.0,500.0
2026-09-02T09:50:20.606032,4796.9,829.3,123.4,2.14,14.63,72.2,3291.9,-6.4,35.2,0.722,828.2,121.9,2.21,NONE,99.5,0.0,500.0
