engine_id,cycle,timestamp_s,mission_phase,fault_type,rpm,throttle_pct,altitude_m,ambient_temp_c,ambient_pressure_kpa,manifold_pressure_kpa,fuel_flow_gph,egt_c,cht_c,oil_pressure_bar,oil_temp_c,vibration_g,engine_load_pct,efficiency_pct,health_score,anomaly_score,rul_cycles,health_state
ENG_001,18,90,cruise,overheating,2490.08,70.83,9317.72,8.16,32.188,58.79,31.954,454.74,121.64,3.879,81.62,0.2153,70.37,74.96,99.6,0.05,638,healthy
ENG_001,19,95,descent,overheating,1792.92,38.5,7441.51,13.49,42.36,44.15,12.432,363.45,91.12,4.579,67.89,0.1763,44.52,77.55,100.0,0.05,637,healthy
ENG_001,20,100,takeoff,overheating,3045.63,100.0,982.69,16.83,91.196,92.23,54.738,549.26,161.78,3.257,105.01,0.2891,98.76,72.12,100.0,0.0618,636,healthy
ENG_001,21,105,cruise,overheating,2382.9,48.25,9745.0,0.92,31.346,43.78,20.507,386.87,93.93,3.947,63.73,0.3099,57.0,76.3,100.0,0.05,635,healthy
ENG_001,22,110,descent,overheating,1757.85,36.41,4786.47,16.22,58.012,47.51,11.504,360.11,91.65,4.441,70.01,0.2561,45.34,77.47,100.0,0.05,634,healthy
ENG_001,23,115,descent,overheating,1793.9,40.14,4712.77,6.75,58.94,47.74,12.974,361.01,85.8,4.372,61.95,0.2464,44.3,77.57,100.0,0.05,633,healthy
ENG_001,24,120,descent,overheating,1800.75,36.66,4339.51,17.02,60.936,48.1,11.973,362.34,93.18,4.542,71.12,0.2081,44.09,77.59,100.0,0.05,632,healthy
ENG_001,25,125,descent,overheating,1720.14,38.13,2209.72,12.36,76.85,54.76,11.724,360.05,88.81,4.477,68.63,0.2342,47.74,77.23,99.92,0.05,631,healthy
ENG_001,26,130,climb,overheating,2701.0,77.41,4610.55,8.96,57.904,70.98,37.732,476.44,130.57,3.488,87.12,0.3503,80.17,73.98,99.84,0.05,630,healthy
ENG_001,27,135,cruise,overheating,2473.3,67.57,7074.45,13.85,43.515,62.67,30.125,451.65,124.37,3.799,83.8,0.3136,69.57,75.04,100.0,0.05,629,healthy
ENG_001,28,140,climb,overheating,2682.83,77.21,6841.22,13.04,45.629,65.74,37.327,479.68,134.26,3.642,89.26,0.2874,73.58,74.64,98.66,0.05,628,healthy
ENG_001,29,145,takeoff,overheating,2960.1,88.24,1284.31,16.94,86.76,85.38,47.091,517.25,150.87,3.425,98.76,0.3041,94.96,72.5,100.0,0.0509,627,healthy
ENG_001,30,150,cruise,overheating,2459.21,62.55,8693.27,12.06,35.4,54.77,27.818,436.56,118.14,3.818,82.14,0.2788,68.76,75.12,97.8,0.05,626,healthy
ENG_001,31,155,takeoff,overheating,2874.21,78.06,426.23,13.52,94.237,79.11,40.673,485.8,137.75,3.381,92.14,0.3226,79.44,74.06,100.0,0.05,625,healthy
ENG_001,32,160,takeoff,overheating,2961.1,94.74,886.16,25.53,90.501,91.82,50.659,542.77,165.0,3.451,111.98,0.3094,93.87,72.61,100.0,0.065,624,healthy
ENG_001,33,165,cruise,overheating,2462.07,59.83,9814.2,11.65,31.122,51.57,26.227,429.12,115.45,3.703,78.31,0.2387,63.87,75.61,99.7,0.05,623,healthy
ENG_001,34,170,cruise,overheating,2510.61,63.22,10192.8,10.9,30.319,51.05,28.559,438.06,118.17,3.729,79.12,0.2603,64.93,75.51,99.92,0.05,622,healthy
ENG_001,35,175,descent,overheating,1797.06,35.31,4776.49,12.08,57.764,46.86,11.247,353.83,87.06,4.521,65.15,0.1979,38.89,78.11,100.0,0.05,621,healthy
ENG_001,36,180,cruise,overheating,2495.18,60.48,6918.57,8.02,44.965,55.99,27.025,427.8,112.78,3.824,78.71,0.2402,65.58,75.44,100.0,0.05,620,healthy
ENG_001,37,185,cruise,overheating,2357.85,59.46,8237.51,14.1,38.173,53.43,25.296,428.73,116.33,4.044,80.86,0.2356,64.96,75.5,100.0,0.05,619,healthy
ENG_001,38,190,takeoff,overheating,2859.19,79.89,934.51,20.75,90.092,80.53,41.2,497.52,146.36,3.392,101.86,0.3144,81.63,73.84,100.0,0.05,618,healthy
ENG_001,39,195,cruise,overheating,2536.89,64.83,11452.76,-2.38,27.045,50.76,29.554,429.44,106.57,3.738,67.85,0.2059,65.73,75.43,100.0,0.05,617,healthy
ENG_001,40,200,cruise,overheating,2326.29,53.03,9309.53,9.09,33.881,50.2,22.227,406.45,105.48,4.122,73.0,0.239,55.71,76.43,100.0,0.05,616,healthy
ENG_001,41,205,takeoff,overheating,2921.15,84.79,844.35,18.99,91.003,83.56,44.571,509.62,149.51,3.25,101.35,0.2524,79.21,74.08,100.0,0.05,615,healthy
ENG_001,42,210,cruise,overheating,2405.17,57.72,9628.83,10.98,32.474,49.85,25.085,421.94,112.3,3.995,76.94,0.2824,61.24,75.88,100.0,0.05,614,healthy
ENG_001,43,215,climb,overheating,2674.1,75.25,4876.89,5.57,56.12,71.73,35.941,466.95,125.02,3.553,81.66,0.2537,76.58,74.34,98.76,0.05,613,healthy
ENG_001,44,220,cruise,overheating,2490.1,68.3,10005.39,11.47,30.781,54.09,30.487,451.46,122.8,3.793,82.21,0.2686,72.74,74.73,99.58,0.05,612,healthy
ENG_001,45,225,cruise,overheating,2456.97,61.42,6306.05,18.84,48.026,59.9,27.028,440.36,123.93,3.879,87.71,0.2265,65.07,75.49,100.0,0.05,611,healthy
ENG_001,46,230,takeoff,overheating,2926.61,94.67,1001.75,23.64,89.22,89.35,49.881,540.05,162.62,3.517,111.48,0.3452,91.11,72.89,100.0,0.0626,610,healthy
ENG_001,47,235,descent,overheating,1780.25,28.91,3710.81,19.3,65.59,45.33,9.414,344.11,88.63,4.559,71.15,0.2242,33.01,78.7,100.0,0.05,609,healthy
ENG_001,48,240,climb,overheating,2681.16,70.32,6574.79,18.1,46.331,63.98,33.806,466.79,133.44,3.624,89.82,0.302,73.18,74.68,100.0,0.05,608,healthy
ENG_001,49,245,cruise,overheating,2389.68,62.07,8634.75,9.8,35.726,56.17,26.76,431.79,114.64,3.767,78.76,0.2727,68.42,75.16,100.0,0.05,607,healthy
ENG_001,50,250,climb,overheating,2645.04,72.93,4913.53,18.94,56.359,69.23,34.684,473.77,136.07,3.639,93.18,0.2921,74.01,74.6,99.25,0.05,606,healthy
ENG_001,51,255,descent,overheating,1705.47,32.59,4326.26,20.94,59.726,47.36,9.781,353.97,92.51,4.502,73.69,0.2105,33.36,78.66,100.0,0.05,605,healthy
ENG_001,52,260,cruise,overheating,2386.45,55.23,7390.18,17.5,43.323,53.52,23.955,421.66,116.48,4.054,82.74,0.2599,61.34,75.87,100.0,0.05,604,healthy
ENG_001,53,265,cruise,overheating,2411.7,57.76,8118.45,11.1,38.741,52.24,25.113,422.28,112.54,3.733,78.87,0.276,58.89,76.11,99.93,0.05,603,healthy
ENG_001,54,270,descent,overheating,1737.24,30.84,4181.18,15.17,61.79,45.13,9.73,344.22,85.63,4.349,64.19,0.2085,38.25,78.17,99.88,0.05,602,healthy
ENG_001,55,275,descent,overheating,1779.59,36.35,3469.35,17.3,67.913,49.38,11.345,361.45,92.96,4.433,71.46,0.1424,43.37,77.66,99.63,0.05,601,healthy
ENG_001,56,280,descent,overheating,1828.53,30.94,5545.57,14.25,52.257,42.56,10.11,345.22,85.89,4.453,64.35,0.275,36.56,78.34,99.1,0.05,600,healthy
ENG_001,57,285,cruise,overheating,2384.44,65.33,11083.51,9.8,28.036,51.83,28.003,440.19,117.35,3.925,79.88,0.2281,73.0,74.7,99.8,0.05,599,healthy
ENG_001,58,290,cruise,overheating,2446.54,60.61,9806.98,15.69,31.743,52.0,26.552,434.91,119.97,3.929,85.33,0.2616,67.08,75.29,100.0,0.05,598,healthy
ENG_001,59,295,cruise,overheating,2457.85,63.74,3724.93,1.27,63.826,65.21,28.255,428.82,108.34,3.785,73.38,0.2251,72.95,74.7,100.0,0.05,597,healthy
ENG_001,60,300,cruise,overheating,2457.12,71.7,8802.49,4.76,35.352,60.68,31.823,453.01,118.59,3.82,79.04,0.2669,75.1,74.49,98.8,0.05,596,healthy
ENG_001,61,305,cruise,overheating,2493.0,68.63,9798.86,2.99,31.718,56.22,30.841,443.9,114.64,3.695,76.23,0.2914,70.09,74.99,100.0,0.05,595,healthy
ENG_001,62,310,descent,overheating,1861.37,45.77,6073.55,13.74,49.262,50.32,15.327,383.83,98.37,4.405,74.86,0.1806,51.79,76.82,100.0,0.05,594,healthy
ENG_001,63,315,cruise,overheating,2420.74,66.54,11596.15,0.5,24.747,52.14,28.999,434.67,109.5,3.852,73.02,0.2525,70.17,74.98,100.0,0.05,593,healthy
ENG_001,64,320,cruise,overheating,2374.99,49.35,9064.91,14.11,35.27,47.66,21.038,402.78,107.96,3.883,76.25,0.2745,54.4,76.56,100.0,0.05,592,healthy
ENG_001,65,325,descent,overheating,1785.2,29.27,3932.75,12.19,63.067,44.83,9.291,338.03,81.9,4.401,62.99,0.2168,43.89,77.61,98.35,0.05,591,healthy
ENG_001,66,330,climb,overheating,2761.45,78.9,4642.02,20.66,57.987,74.79,39.14,493.1,144.26,3.453,99.74,0.294,80.19,73.98,99.76,0.05,590,healthy
ENG_001,67,335,climb,overheating,2759.39,76.62,3404.55,27.45,67.15,74.3,38.088,493.95,149.1,3.575,104.69,0.2906,77.58,74.24,98.32,0.05,589,healthy
ENG_001,68,340,cruise,overheating,2496.21,65.92,9015.31,10.7,34.183,57.88,29.808,444.63,120.09,3.882,83.82,0.2869,70.74,74.93,100.0,0.05,588,healthy
ENG_001,69,345,cruise,overheating,2389.64,55.42,7569.72,14.95,42.189,54.47,,419.65,114.13,3.919,80.55,0.2505,59.68,76.03,100.0,0.05,587,healthy
ENG_001,70,350,takeoff,overheating,2976.61,92.7,800.78,18.03,93.352,88.2,49.639,530.23,155.95,3.252,103.62,0.2443,95.47,72.45,99.8,0.0559,586,healthy
ENG_001,71,355,cruise,overheating,2415.99,62.37,9006.83,0.71,33.276,55.63,27.125,423.96,106.12,3.922,69.44,0.2858,68.69,75.13,100.0,0.05,585,healthy
ENG_001,72,360,descent,overheating,1746.21,36.64,5001.88,20.33,54.146,45.8,11.373,364.62,95.83,4.48,73.22,0.1927,41.21,77.88,100.0,0.05,584,healthy
ENG_001,73,365,cruise,overheating,2364.35,59.53,5565.37,9.82,52.178,58.0,25.243,424.76,112.2,3.965,78.19,0.2616,65.83,75.42,99.04,0.05,583,healthy
ENG_001,74,370,takeoff,overheating,2998.92,89.94,455.9,18.93,97.044,86.58,48.517,524.34,154.76,3.456,106.34,0.3461,87.63,73.24,100.0,0.0548,582,healthy
ENG_001,75,375,takeoff,overheating,2886.21,82.06,678.45,16.55,92.964,82.66,42.908,499.47,144.34,3.485,95.95,0.319,81.57,73.84,96.82,0.05,581,healthy
ENG_001,76,380,climb,overheating,2683.72,67.14,3065.57,21.76,70.631,69.82,32.323,462.22,134.43,3.675,92.82,0.3067,72.32,74.77,99.34,0.05,580,healthy
ENG_001,77,385,descent,overheating,1815.0,27.9,5037.22,16.69,56.059,42.92,9.267,339.48,85.58,4.62,66.23,0.1665,36.99,78.3,99.51,0.05,579,healthy
ENG_001,78,390,descent,overheating,1763.11,33.97,3884.32,16.89,63.302,48.81,10.874,354.55,90.32,4.639,69.85,0.2023,41.59,77.84,100.0,0.05,578,healthy
ENG_001,79,395,cruise,overheating,2482.28,61.7,10191.75,11.05,31.191,50.92,27.524,433.76,116.68,3.768,80.02,0.2813,69.91,75.01,100.0,0.05,577,healthy
ENG_001,80,400,takeoff,overheating,3005.68,97.16,257.35,20.72,97.339,92.31,52.807,545.04,162.77,3.308,108.5,0.3494,90.29,72.97,100.0,0.0628,576,healthy
ENG_001,81,405,descent,overheating,1777.62,25.55,5074.87,6.02,55.808,36.84,8.144,322.04,72.47,4.42,56.92,0.1154,33.97,78.6,98.58,0.05,575,healthy
ENG_001,82,410,cruise,overheating,2453.87,57.95,12305.21,7.83,22.377,45.43,25.505,420.27,109.94,3.844,72.36,0.2458,65.23,75.48,100.0,0.05,574,healthy
ENG_001,83,415,climb,overheating,2777.76,77.26,2246.41,18.58,77.837,75.9,38.685,487.05,140.99,3.739,95.76,0.3208,80.24,73.98,100.0,0.05,573,healthy
ENG_001,84,420,cruise,overheating,2420.84,55.81,7681.89,11.03,40.425,52.67,24.162,417.3,110.91,4.032,77.42,0.2744,59.74,76.03,99.51,0.05,572,healthy
ENG_001,85,425,cruise,overheating,2467.91,59.73,10551.6,9.78,28.063,50.22,26.684,427.11,113.57,3.711,78.88,0.3004,60.25,75.97,99.97,0.05,571,healthy
ENG_001,86,430,cruise,overheating,2444.52,65.34,11652.5,-4.42,25.086,51.3,28.539,427.06,103.85,3.955,64.89,0.2677,66.25,75.37,99.19,0.05,570,healthy
ENG_001,87,435,cruise,overheating,2366.96,58.74,12352.17,5.55,23.689,44.85,25.17,418.49,107.28,3.917,72.12,0.2454,64.83,75.52,100.0,0.05,569,healthy
ENG_001,88,440,cruise,overheating,2402.99,61.95,13013.52,10.58,22.48,45.88,27.062,432.5,,3.975,79.7,0.2951,65.21,75.48,100.0,0.05,568,healthy
ENG_001,89,445,cruise,overheating,2406.18,63.09,10658.07,11.14,28.299,51.01,27.22,436.08,117.04,3.913,80.71,0.2034,59.24,76.08,98.5,0.05,567,healthy
ENG_001,90,450,cruise,overheating,2465.61,58.01,11589.67,8.28,27.126,46.5,25.71,421.1,110.58,3.808,75.95,0.2458,61.92,75.81,100.0,0.05,566,healthy
ENG_001,91,455,cruise,overheating,2520.3,75.8,9643.17,6.39,31.55,59.48,34.505,466.43,124.46,3.677,81.04,0.2734,72.58,74.74,100.0,0.05,565,healthy
ENG_001,92,460,climb,overheating,2776.07,77.92,4271.09,9.43,60.665,74.14,38.99,479.59,132.37,3.533,87.78,0.3173,77.66,74.23,100.0,0.05,564,healthy
ENG_001,93,465,cruise,overheating,2404.61,63.97,8959.17,5.76,34.627,54.78,27.727,432.96,112.39,3.952,74.17,0.2202,65.75,75.42,100.0,0.05,563,healthy
ENG_001,94,470,climb,overheating,2728.92,76.73,1971.37,18.34,80.177,76.24,37.798,484.56,139.71,3.436,95.86,0.223,81.84,73.82,99.62,0.05,562,healthy
ENG_001,95,475,descent,overheating,1752.69,27.39,4405.75,19.42,60.809,43.8,8.386,339.79,87.14,4.544,69.95,0.2263,33.26,78.67,100.0,0.05,561,healthy
ENG_001,96,480,climb,overheating,2738.16,82.5,3383.68,19.6,67.895,78.39,40.823,500.97,145.98,3.419,98.77,0.2855,84.09,73.59,98.12,0.05,560,healthy
ENG_001,97,485,takeoff,overheating,2938.24,86.51,708.63,22.3,93.694,84.36,45.707,517.71,154.49,3.296,103.16,0.3187,85.44,73.46,98.6,0.0545,559,healthy
ENG_001,98,490,climb,overheating,2697.0,82.38,4530.15,14.91,58.071,76.79,39.995,495.24,140.7,3.426,95.74,0.3257,82.46,73.75,100.0,0.05,558,healthy
ENG_001,99,495,takeoff,overheating,2910.44,89.28,394.77,17.74,95.703,88.17,46.753,519.87,151.96,3.42,102.52,0.2855,89.68,73.03,100.0,0.052,557,healthy
ENG_001,100,500,cruise,overheating,2438.22,61.67,6440.83,18.28,47.422,59.07,27.04,440.11,123.35,3.885,86.82,0.2504,65.85,75.41,99.19,0.05,556,healthy
ENG_001,101,505,cruise,overheating,2564.37,79.49,7631.66,11.71,41.379,67.88,36.712,482.13,133.44,3.548,92.81,0.3161,82.75,73.72,98.54,0.05,555,healthy
ENG_001,102,510,cruise,overheating,2430.47,62.88,10952.13,11.73,27.515,49.03,27.331,436.55,117.74,3.676,82.28,0.2807,66.7,75.33,99.86,0.05,554,healthy
ENG_001,103,515,cruise,overheating,2372.71,60.93,11291.19,5.91,26.255,51.84,26.068,424.63,109.57,3.987,74.62,0.1957,62.06,75.79,99.88,0.05,553,healthy
ENG_001,104,520,cruise,overheating,2414.01,69.15,9003.6,7.2,34.628,59.67,30.063,448.04,118.35,3.868,77.81,0.2772,72.3,74.77,99.13,0.05,552,healthy
ENG_001,105,525,takeoff,overheating,2919.34,81.0,543.65,21.96,94.598,80.85,42.545,502.69,149.24,3.338,99.15,0.3425,81.32,73.87,98.5,0.05,551,healthy
ENG_001,106,530,cruise,overheating,2337.29,59.21,9366.54,7.62,33.323,53.02,24.937,421.22,109.39,3.926,75.57,0.3203,62.92,75.71,99.3,0.05,550,healthy
ENG_001,107,535,cruise,overheating,2406.07,65.85,9227.87,7.63,34.201,57.4,28.643,439.74,115.88,3.841,81.73,0.2117,69.03,75.1,98.87,0.05,549,healthy
ENG_001,108,540,cruise,overheating,2467.37,62.44,8944.5,4.29,34.574,54.11,27.567,428.65,110.38,3.767,73.8,0.2601,70.07,74.99,100.0,0.05,548,healthy
ENG_001,109,545,cruise,overheating,2432.19,66.03,9564.87,12.94,31.906,57.54,28.828,445.99,,3.956,85.2,0.2434,74.7,74.53,98.76,0.05,547,healthy
ENG_001,110,550,climb,overheating,2707.0,70.94,3743.9,15.26,64.034,68.52,34.457,466.04,131.45,3.557,89.39,0.389,78.23,74.18,100.0,0.05,546,healthy
ENG_001,111,555,descent,overheating,1722.34,26.92,6132.87,13.57,47.119,39.25,8.428,332.16,80.52,4.589,60.98,0.2502,38.23,78.18,98.01,0.05,545,healthy
ENG_001,112,560,takeoff,overheating,2958.27,91.64,724.81,18.6,92.554,88.65,48.794,527.72,155.4,3.317,103.39,0.3313,86.31,73.37,100.0,0.0554,544,healthy
ENG_001,113,565,cruise,overheating,2418.14,62.24,5447.1,13.92,53.097,58.92,27.17,436.86,119.24,3.921,82.76,0.2945,67.94,75.21,100.0,0.05,543,healthy
ENG_001,114,570,cruise,overheating,2407.89,56.72,11805.87,5.98,25.373,45.69,24.45,414.4,106.49,3.938,72.31,0.2753,61.03,75.9,100.0,0.05,542,healthy
ENG_001,115,575,cruise,overheating,2375.78,58.48,6304.73,4.84,47.858,57.12,24.961,417.25,106.46,3.873,72.35,0.2807,64.59,75.54,100.0,0.05,541,healthy
ENG_001,116,580,cruise,overheating,2463.72,60.99,6485.47,8.46,47.806,58.18,27.081,428.97,113.26,3.82,78.02,0.2719,65.81,75.42,100.0,0.05,540,healthy
ENG_001,117,585,cruise,overheating,2357.12,58.3,5708.89,20.89,52.35,56.15,24.824,432.51,122.14,3.906,88.11,0.3055,63.37,75.66,98.72,0.05,539,healthy
ENG_001,118,590,cruise,overheating,2364.45,52.63,7590.28,2.94,40.861,50.73,22.214,399.95,99.45,3.9,65.28,0.2723,60.99,75.9,100.0,0.05,538,healthy
ENG_001,119,595,takeoff,overheating,3003.9,93.71,509.77,21.18,94.812,89.47,50.738,536.5,160.28,3.391,103.15,0.2183,95.48,72.45,99.62,0.0603,537,healthy
ENG_001,120,600,cruise,overheating,2363.66,55.44,11032.18,2.97,26.84,45.16,23.69,407.26,101.86,3.799,67.86,0.282,63.73,75.63,98.38,0.05,536,healthy
ENG_001,121,605,descent,overheating,1712.13,34.8,3215.53,16.81,68.239,48.4,10.679,355.71,90.33,4.44,69.58,0.1457,46.8,77.32,100.0,0.05,535,healthy
ENG_001,122,610,climb,overheating,2636.96,67.34,4758.36,9.9,57.304,65.01,31.984,450.06,122.19,3.641,81.59,0.2613,72.09,74.79,100.0,0.05,534,healthy
ENG_001,123,615,climb,overheating,2729.38,75.42,4217.0,22.1,60.394,72.02,36.824,484.91,142.36,3.697,99.31,0.3005,76.14,74.39,100.0,0.05,533,healthy
ENG_001,124,620,cruise,overheating,2427.87,57.28,7619.01,6.09,41.181,54.5,25.062,416.33,107.32,3.879,73.19,0.2966,61.96,75.8,99.36,0.05,532,healthy
ENG_001,125,625,descent,overheating,1739.46,32.29,3033.29,21.12,70.548,49.1,10.252,353.98,92.84,4.399,76.54,0.228,39.92,78.01,100.0,0.05,531,healthy
ENG_001,126,630,climb,overheating,2713.43,77.83,5198.22,11.06,54.662,71.55,37.854,479.87,133.18,3.632,84.97,0.2398,78.17,74.18,100.0,0.05,530,healthy
ENG_001,127,635,climb,overheating,2749.15,81.96,4636.5,18.83,57.649,73.25,40.667,499.01,144.89,3.704,97.77,0.318,80.24,73.98,100.0,0.05,529,healthy
ENG_001,128,640,climb,overheating,2740.64,78.61,5420.24,25.41,53.404,69.59,38.722,496.73,148.52,3.511,102.01,0.2307,84.39,73.56,100.0,0.05,528,healthy
ENG_001,129,645,cruise,overheating,2374.29,60.15,8941.79,9.28,34.708,53.16,25.467,426.0,112.3,3.93,75.43,0.2483,64.35,75.57,97.41,0.05,527,healthy
ENG_001,130,650,cruise,overheating,2429.31,64.44,9285.21,12.79,33.48,55.25,28.104,441.67,120.12,3.886,84.18,0.2793,69.83,75.02,100.0,0.05,526,healthy
ENG_001,131,655,cruise,overheating,2487.04,67.22,11778.29,0.06,24.432,50.82,30.061,437.21,110.44,3.925,70.46,0.2508,70.71,74.93,100.0,0.05,525,healthy
ENG_001,132,660,takeoff,overheating,3023.49,95.47,849.64,19.49,91.728,90.55,52.023,539.72,160.32,3.212,107.09,0.3239,94.84,72.52,100.0,0.0603,524,healthy
ENG_001,133,665,cruise,overheating,2433.85,64.53,13208.12,6.62,20.471,47.19,28.302,435.82,114.08,3.892,79.0,0.293,67.04,75.3,100.0,0.05,523,healthy
ENG_001,134,670,cruise,overheating,2436.44,57.68,10685.82,8.64,28.35,48.64,25.196,420.07,110.3,3.882,76.26,0.226,60.51,75.95,100.0,0.05,522,healthy
ENG_001,135,675,cruise,overheating,2357.14,58.87,10140.16,13.72,32.27,49.68,24.889,426.81,115.45,3.875,79.48,0.2341,60.11,75.99,100.0,0.05,521,healthy
ENG_001,136,680,climb,overheating,2697.8,80.89,5223.61,15.13,53.102,75.5,39.07,491.6,139.66,3.592,93.92,0.2904,83.05,73.69,100.0,0.05,520,healthy
ENG_001,137,685,takeoff,overheating,2900.03,84.01,809.2,19.16,91.869,85.08,43.786,507.37,148.76,3.407,101.27,0.3038,84.19,73.58,99.45,0.05,519,healthy
ENG_001,138,690,cruise,overheating,2452.47,65.67,10763.25,15.15,27.528,52.98,28.989,447.63,123.8,3.796,84.04,0.2618,66.91,75.31,100.0,0.05,518,healthy
ENG_001,139,695,cruise,overheating,2361.36,55.4,10042.71,9.95,30.994,48.11,23.394,414.1,108.78,3.865,73.86,0.3115,60.23,75.98,98.92,0.05,517,healthy
ENG_001,140,700,climb,overheating,2731.82,85.38,2827.59,14.38,71.257,81.38,41.975,503.13,143.13,3.485,96.21,0.334,79.37,74.06,100.0,0.05,516,healthy
ENG_001,141,705,cruise,overheating,2436.53,63.99,9991.66,5.76,30.938,51.2,28.123,433.6,112.79,3.912,75.63,0.2913,66.32,75.37,100.0,0.05,515,healthy
ENG_001,142,710,takeoff,overheating,2917.05,93.79,1027.1,26.4,89.281,89.77,49.393,540.36,164.53,3.471,113.4,0.3122,93.53,72.65,100.0,0.0645,514,healthy
ENG_001,143,715,cruise,overheating,2495.59,67.83,11054.67,6.01,27.991,53.0,30.777,444.88,117.01,3.764,77.86,0.2433,68.46,75.15,96.68,0.05,513,healthy
ENG_001,144,720,cruise,overheating,2454.29,64.22,9024.08,11.02,35.185,55.14,28.533,439.76,118.45,3.885,81.89,0.2674,68.72,75.13,100.0,0.05,512,healthy
ENG_001,145,725,cruise,overheating,2497.51,64.52,9021.09,12.04,33.065,55.98,29.024,442.34,120.25,3.73,80.2,0.3047,68.03,75.2,99.41,0.05,511,healthy
ENG_001,146,730,cruise,overheating,2512.08,78.6,10519.09,7.55,27.526,62.93,35.64,474.74,127.91,3.774,84.75,0.2373,81.03,73.9,100.0,0.05,510,healthy
ENG_001,147,735,cruise,overheating,2486.93,61.78,5064.4,15.67,56.294,64.98,27.843,438.65,121.42,3.785,85.37,0.2338,69.63,75.04,100.0,0.05,509,healthy
ENG_001,148,740,cruise,overheating,2320.4,56.7,8570.81,16.85,36.277,51.55,23.743,423.64,116.29,3.983,82.9,0.2276,63.28,75.67,98.16,0.05,508,healthy
ENG_001,149,745,cruise,overheating,2478.95,66.1,10203.4,8.48,28.701,53.73,29.297,442.58,117.82,3.75,78.1,0.2787,68.82,75.12,99.23,0.05,507,healthy
ENG_001,150,750,cruise,overheating,2406.88,59.32,7744.4,4.81,40.505,53.06,25.417,419.97,107.51,3.821,74.8,0.2419,60.1,75.99,100.0,0.05,506,healthy
